State,Medical School,Course,Class,Required or Recommended?,Additional Info,Credit Hours,Lab?,Pass/Fail,AP Credit,Online Course,Community College
TN,University of Tennessee Health Science Center College of Medicine,Chemistry,CHEM,Required,"A minimum of sixteen semester hours of chemistry is required. Eight semester hours must be in organic chemistry and another eight semester hours must be in inorganic chemistry, which may include analytical chemistry. Each of these courses must be a complete, standard, college-level course utilizing full laboratory facilities.",16,1,0,1.0,-1.0,1.0
TN,University of Tennessee Health Science Center College of Medicine,Literature,ENGL,Required,"Facility in the use of both oral and written English is considered highly essential to the successful study of medicine. Introductory freshman English (six semester hours) will meet the admission requirement. Students who qualify for advanced placement credit in English will not be required to take additional English courses, although such students are encouraged to do so.",6,-1,0,1.0,-1.0,1.0
TN,University of Tennessee Health Science Center College of Medicine,Physics,PHYS,Required,"Acceptable courses in physics must include laboratory credits and must adequately cover mechanics, heat, light, sound, electricity, and magnetism. Survey types of courses will not satisfy this requirement.",8,1,0,1.0,0.0,1.0
TN,Vanderbilt University School of Medicine,Biology,BIOL,Recommended,"We do not require or recommend a class in ""biology"" only.  If there is another course that you have taken that fits our recommended content, we are comfortable with that:  https://medschool.vanderbilt.edu/md-admissions/admission-requirements/",,1,-1,1.0,1.0,1.0
TN,Vanderbilt University School of Medicine,Chemistry,CHEM,Recommended,"We do not require or recommend a class in ""chemistry"" only.  If there is another course that you have taken that fits our recommended content, we are comfortable with that:  https://medschool.vanderbilt.edu/md-admissions/admission-requirements/",,1,-1,1.0,1.0,1.0
TN,Vanderbilt University School of Medicine,Physics,PHYS,Recommended,"We do not require or recommend a class in ""physics"" only.  If there is another course that you have taken that fits our recommended content, we are comfortable with that:  https://medschool.vanderbilt.edu/md-admissions/admission-requirements/",,1,-1,1.0,1.0,1.0
TN,Vanderbilt University School of Medicine,Psychology,BESS,Recommended,"We do not require or recommend a class in ""psychology"" or ""sociology"" only.  If there is another course that you have taken that fits our recommended content, we are comfortable with that:  https://medschool.vanderbilt.edu/md-admissions/admission-requirements/",,-1,-1,1.0,1.0,1.0
TN,Vanderbilt University School of Medicine,Statistics,MATH,Recommended,"We do not require or recommend a class in ""statistics"" only.  If there is another course that you have taken that fits our recommended content, we are comfortable with that:  https://medschool.vanderbilt.edu/md-admissions/admission-requirements/",,-1,-1,1.0,1.0,1.0
TX,Anne Burnett Marion School of Medicine at TCU,Anthropology,BESS,Required,"The student should know the broad issues of basic societal, psychological and social principles that ultimately contribute to patient care. These topics are typically fulfilled from general education course requirements in undergraduate studies.  These topics are typically fulfilled from coursework in, but not limited to Psychology, Cultural Anthropology, Sociology, Economics, Healthcare Administration, Public Policy, Public Health, Family Studies, History, Political Science, Social Work and Behavioral Health.",6,-1,1,1.0,1.0,1.0
TX,Anne Burnett Marion School of Medicine at TCU,Biochemistry,CHEM,Required,"The student should know the structure and function of amino acids, proteins and enzymes; enzyme kinetics; structure and function of nucleotides and nucleic acids; principles of bioenergetics and metabolism, including anabolic and catabolic processes for the metabolism of glucose, lipids and amino acids; principles of biosignaling and oxidative phosphorylation.",3,-1,1,1.0,1.0,1.0
TX,Anne Burnett Marion School of Medicine at TCU,Composition & Rhetoric,ENGL,Required,"The student should know the importance of effective writing skills, use of rhetorical strategies in development of ideas, mastery of basic scholarly conventions, and application of critical thinking skills, writing analysis and argument. This topic is typically fulfilled from general education course requirements in undergraduate studies.",3,-1,1,1.0,1.0,1.0
TX,Anne Burnett Marion School of Medicine at TCU,Statistics,MATH,Required,"The student should know the importance of data, theory and methods to address real-world problems, understands fundamental concepts of methods of statistics, including descriptive and inferential statistics in research, basic and intermediate concepts for testing, statistical hypotheses, construction of interpretation of confidence intervals, applying selected parametric and nonparametric techniques, and related multivariate analyses.",3,-1,1,1.0,1.0,1.0
TX,Baylor College of Medicine,Biochemistry,CHEM,Required,Biochemistry (3-4 semester hours) - lab is NOT required,3,-1,0,-1.0,1.0,1.0
TX,Baylor College of Medicine,Biology,BIOL,Required,"Advanced Biology (3-4 semester hours) - lab is NOT required. HIGHLY RECOMMENDED: genetics, cell/molecular biology",3,-1,0,-1.0,1.0,1.0
TX,Baylor College of Medicine,Chemistry,CHEM,Required,Organic Chemistry - (2 semesters; 6-8 semester hours) - lab is NOT required,6,-1,0,-1.0,1.0,1.0
TX,Baylor College of Medicine,Creative Writing,ENGL,Required,"The expository writing requirement may be accomplished through coursework in a number of disciplines that require intensive writing. Examples include formal courses in English, Philosophy, History, Public Policy, Political Science or Religion. This requirement also may be accomplished through an Honors Thesis, writing-intensive upper division science course or completion of a major research paper.",3,-1,0,-1.0,1.0,1.0
TX,Baylor College of Medicine,Mathematics,MATH,Required,"Biostatistics (preferred), but any course with quantitative math. Examples: statistics, physics, calculus",3,-1,0,-1.0,1.0,1.0
TX,Baylor College of Medicine,Psychology,BESS,Required,"Humanities-Social/Behavioral Sciences (12 semester hours) Examples: psychology, sociology, anthropology, foreign languages, ethics, philosophy, theology, literature, art history",12,-1,0,-1.0,1.0,1.0
TX,Baylor College of Medicine,Sociology,BESS,Required,"Humanities-Social/Behavioral Sciences (12 semester hours) Examples: psychology, sociology, anthropology, foreign languages, ethics, philosophy, theology, literature, art history",12,-1,0,-1.0,1.0,1.0
TX,McGovern Medical School at the University of Texas Health Science Center at Houston,Biology,BIOL,Required,12 semester hours of lecture & 2 semester hours of formal lab.Includes all biology courses applied toward baccalaureate degree in a traditional science field. Courses for nonscience majors or courses taught for health career majors are not accepted.,14,1,-1,0.0,1.0,1.0
TX,McGovern Medical School at the University of Texas Health Science Center at Houston,Chemistry,CHEM,Required,6 semester hours of General Chemistry lecture & 2 hours of lab.6 semester hours of Organic Chemistry lecture & 2 hours of lab.Courses must be applicable toward a baccalaureate degree in a traditional science field regardless of student’s major. Courses for nonscience majors or health career majors are not accepted.,16,1,-1,0.0,1.0,1.0
TX,McGovern Medical School at the University of Texas Health Science Center at Houston,Composition & Rhetoric,ENGL,Required,6 Semester hours of English. Any course approved by an English Department that fulfills general education English requirement of a baccalaureate degree. Remedial or developmental courses or “English as a Second Language” courses are not accepted.,6,-1,-1,0.0,1.0,1.0
TX,McGovern Medical School at the University of Texas Health Science Center at Houston,Physics,PHYS,Required,6 semester hours of lecture & 2 hours of labIncludes all physics courses applied toward baccalaureate degree in any traditional science field.Courses for nonscience majors or health career majors are not accepted.,8,1,-1,0.0,1.0,1.0
TX,Texas A&M University School of Medicine,Biochemistry,CHEM,Required,"Biochemistry I. Rigorous treatment of the structure, function and chemistry of proteins and carbohydrates; kinetics, mechanisms and regulation of enzymes; metabolism of carbohydrates",3,-1,-1,-1.0,-1.0,-1.0
TX,Texas A&M University School of Medicine,Biology,BIOL,Required,"Introductory Biology I. First half of an introductory two-semester survey of contemporary biology that covers the chemical basis of life, structure and biology of the cell, molecular biology and genetics; includes laboratory that reinforces and provides supplemental information related to the lecture topics. Introductory Biology II. The second half of an introductory two-semester survey of contemporary biology that covers evolution, history of life, diversity and form and function of organisms; includes laboratory that reinforces and provides supplemental information related to the lecture topics.",8,1,-1,1.0,-1.0,1.0
TX,Texas A&M University School of Medicine,Chemistry,CHEM,Required,Fundamentals of Chemistry I. Introduction to modern theories of atomic structure and chemical bonding; chemical reactions; stoichiometry; states of matter; solutions; equilibrium; acids and bases; coordination chemistry ; methods and techniques of chemical experimentation; qualitative and semiquantitative procedures applied to investigative situations.  Fundamentals of Chemistry II. Theory and applications of oxidation-reductions systems; thermodynamics and kinetics; complex equilibria and solubility product; nuclear chemistry; descriptive inorganic and organic chemistry; introduction to analytical and synthetic methods and to quantitative techniques to both inorganic and organic compounds with emphasis on an investigative approach.,8,1,-1,1.0,-1.0,1.0
TX,Texas A&M University School of Medicine,Composition & Rhetoric,ENGL,Required,"Part I - Introduction to Rhetoric and Composition. Intensive study of and practice in writing processes, from invention and researching to drafting, revising and editing, both individually and corroboratively; emphasis on effective rhetorical choices including audience, purpose, arrangement and style; focus on writing the academic essay as a vehicle for learning, communicating and critical analysis. Part II - Composition and Rhetoric. Focus on referential and persuasive researched essays through the development of analytical reading ability, critical thinking and library research skills.",6,-1,-1,1.0,-1.0,1.0
TX,Texas A&M University School of Medicine,Physics,PHYS,Required,"College Physics I. Fundamentals of classical mechanics, heat, and sound. College Physics. College PHYS II. Fundamentals of classical electricity and light; introduction to contemporary physics.",8,1,-1,1.0,-1.0,1.0
TX,Texas A&M University School of Medicine,Statistics,MATH,Required,"Principles of Statistics I - Introduction to probability and probability distributions; sampling and descriptive measures; inference and hypothesis testing; linear regression, analysis of variance.",3,-1,-1,1.0,-1.0,1.0
TX,Texas Tech University Health Sciences Center Paul L. Foster School of Medicine,Anthropology,BESS,Recommended,"Anthropology, Psychology",12,-1,-1,1.0,1.0,1.0
TX,Texas Tech University Health Sciences Center Paul L. Foster School of Medicine,Biochemistry,CHEM,Required,AP credit is only accepted if the school granting the credit lists the specific courses and number of units granted per course on an official transcript.,3,-1,-1,1.0,1.0,-1.0
TX,Texas Tech University Health Sciences Center Paul L. Foster School of Medicine,Biology,BIOL,Required,Courses taught in the departments of an undergraduate institutions typically regarded as biological in nature. The 14 hrs. include 2 hrs. of lab. AP credit is only accepted if the school granting the credit lists the specific courses and number of units granted per course on an official transcript.,14,1,-1,1.0,1.0,1.0
TX,Texas Tech University Health Sciences Center Paul L. Foster School of Medicine,Chemistry,CHEM,Required,"Courses taught in the chemistry, organic chemistry, and/or biochemistry departments of an undergraduate institution. The 8 hrs. include 2 hrs. of lab. AP credit is only accepted if the school granting the credit lists the specific courses and number of units granted per course on an official transcript.",8,-1,-1,1.0,1.0,1.0
TX,Texas Tech University Health Sciences Center Paul L. Foster School of Medicine,Genetics,BIOL,Recommended,,,-1,-1,1.0,1.0,1.0
TX,Texas Tech University Health Sciences Center Paul L. Foster School of Medicine,Literature,ENGL,Required,EAny course that fulfills a general education English requirement of a baccalaureate degree will be accepted. Reading or writing intensive courses taught in the Humanities may also be considered.nglishRhetoric (Does not include speech)LiteratureCompositionAP credit is only accepted if the school granting the credit lists the specific courses and number of units granted per course on an official transcript.,6,-1,-1,1.0,1.0,1.0
TX,Texas Tech University Health Sciences Center Paul L. Foster School of Medicine,Literature,ENGL,Required,Any course that fulfills a general education English requirement of a baccalaureate degree will be accepted. Reading or writing intensive courses taught in the Humanities may also be considered. AP credit is only accepted if the school granting the credit lists the specific courses and number of units granted per course on an official transcript.,,-1,-1,1.0,1.0,1.0
TX,Texas Tech University Health Sciences Center Paul L. Foster School of Medicine,Molecular Biology,BIOL,Recommended,As well as Cellular Biology,,1,-1,1.0,1.0,1.0
TX,Texas Tech University Health Sciences Center Paul L. Foster School of Medicine,Physics,PHYS,Required,Courses taught in the physics departments of an undergraduate institution.  The 8 hrs. include 2 hrs. of lab. AP credit is only accepted if the school granting the credit lists the specific courses and number of units granted per course on an official transcript.,8,-1,-1,1.0,1.0,1.0
TX,Texas Tech University Health Sciences Center Paul L. Foster School of Medicine,Statistics,MATH,Required,Courses taught in the mathematics and/or statistics departments of an undergraduate institution. AP credit is only accepted if the school granting the credit lists the specific courses and number of units granted per course on an official transcript.,3,1,-1,,,
TX,Texas Tech University Health Sciences Center School of Medicine,Biochemistry,CHEM,Required,Biochemistry (3000 or 4000 level) is REQUIRED by TTUHSC School of Medicine and may be used toward fulfilling 3 hours of the Biological Sciences or 3 hours of the General Chemistry requirement.,3,-1,-1,1.0,1.0,1.0
TX,Texas Tech University Health Sciences Center School of Medicine,Biology,BIOL,Required,General Biology (I and II) or Zoology (6 hours)Upper Division Biology (6 hours),12,1,-1,1.0,1.0,1.0
TX,Texas Tech University Health Sciences Center School of Medicine,Chemistry,CHEM,Required,General Chemistry (I and II)Organic Chemistry (I and II),12,1,-1,1.0,1.0,1.0
TX,Texas Tech University Health Sciences Center School of Medicine,Composition & Rhetoric,ENGL,Required,English literature and writing intensive courses are also acceptable but may need to be approved on a case by case basis.,6,-1,-1,1.0,1.0,1.0
TX,Texas Tech University Health Sciences Center School of Medicine,Physics,PHYS,Required,Physics (I and II),6,1,-1,1.0,1.0,1.0
TX,Texas Tech University Health Sciences Center School of Medicine,Statistics,MATH,Required,Course topics must include regression and analysis of variance.,3,-1,-1,1.0,1.0,1.0
TX,The University of Texas at Tyler School of Medicine,Biochemistry,CHEM,Required,3 semester hours,,1,0,1.0,1.0,1.0
TX,The University of Texas at Tyler School of Medicine,Biology,BIOL,Required,"11 semester hours, two of which must be labs",,1,0,1.0,1.0,1.0
TX,The University of Texas at Tyler School of Medicine,Chemistry,CHEM,Required,"12 semester hours, including one of the following combinations:- 2 semesters of organic chemistry and 1 semester of general inorganic chemistry (for a total of 9 semester hours with 3 labs);- 2 semesters of inorganic general chemistry and 1 semester of organic chemistry (for a total of 9 semester hours with 3 labs)",,1,0,1.0,1.0,1.0
TX,The University of Texas at Tyler School of Medicine,Composition & Rhetoric,ENGL,Required,3 semester hours of composition-based coursework,,-1,0,1.0,1.0,1.0
TX,The University of Texas at Tyler School of Medicine,Physics,PHYS,Required,"8 semester hours, two of which must be labs",,1,0,1.0,1.0,1.0
TX,The University of Texas at Tyler School of Medicine,Statistics,MATH,Required,3 semester hours of statistics,,-1,0,1.0,1.0,1.0
TX,The University of Texas Health Science Center at San Antonio Joe R. and Teresa Lozano Long School of Medicine,Biochemistry,CHEM,Required,,3,-1,-1,1.0,1.0,1.0
TX,The University of Texas Health Science Center at San Antonio Joe R. and Teresa Lozano Long School of Medicine,Biology,BIOL,Required,"14 hours total, with 2 lab hours; online, virtual, or other modalities will be considered",14,1,-1,1.0,1.0,1.0
TX,The University of Texas Health Science Center at San Antonio Joe R. and Teresa Lozano Long School of Medicine,Chemistry,CHEM,Required,"Inorganic or general, 8 hours with 2 lab hours",8,1,-1,1.0,1.0,1.0
TX,The University of Texas Health Science Center at San Antonio Joe R. and Teresa Lozano Long School of Medicine,Composition & Rhetoric,ENGL,Required,Other topics are accepted; 6 hours required,6,-1,-1,1.0,1.0,1.0
TX,The University of Texas Health Science Center at San Antonio Joe R. and Teresa Lozano Long School of Medicine,Genetics,BIOL,Recommended,,,-1,1,1.0,1.0,1.0
TX,The University of Texas Health Science Center at San Antonio Joe R. and Teresa Lozano Long School of Medicine,Mathematics,MATH,Recommended,,,-1,1,1.0,1.0,1.0
TX,The University of Texas Health Science Center at San Antonio Joe R. and Teresa Lozano Long School of Medicine,Physics,PHYS,Required,"Includes 2 lab hours; online, virtual, or other modalities will be considered",8,1,-1,1.0,1.0,1.0
TX,The University of Texas Health Science Center at San Antonio Joe R. and Teresa Lozano Long School of Medicine,Psychology,BESS,Recommended,,,-1,1,1.0,1.0,1.0
TX,The University of Texas Health Science Center at San Antonio Joe R. and Teresa Lozano Long School of Medicine,Statistics,MATH,Required,,3,-1,-1,1.0,1.0,1.0
TX,The University of Texas Health Science Center at San Antonio Joe R. and Teresa Lozano Long School of Medicine,Zoology,BIOL,Recommended,,,-1,1,1.0,1.0,1.0
TX,University of Houston Tilman J. Fertitta Family College of Medicine,Biology,BIOL,Required,"General Biology Course (100 or 200 level, or equivalent)Advanced Biology (300+ level or equivalent; Biochemistry from Biology department is acceptable)",11,1,-1,-1.0,1.0,1.0
TX,University of Houston Tilman J. Fertitta Family College of Medicine,Chemistry,CHEM,Required,General Chemistry (100 or 200 level or equivalent)Organic Chemistry,16,1,-1,-1.0,1.0,1.0
TX,University of Houston Tilman J. Fertitta Family College of Medicine,Composition & Rhetoric,ENGL,Required,English Composition,3,-1,-1,-1.0,1.0,1.0
TX,University of Houston Tilman J. Fertitta Family College of Medicine,Physics,PHYS,Required,General Physics (100 or 200 level or equivalent),8,1,-1,-1.0,1.0,1.0
TX,University of Houston Tilman J. Fertitta Family College of Medicine,Statistics,MATH,Required,"Statistics, taught in math/statistics/psychology departments",3,-1,-1,-1.0,1.0,1.0
TX,University of Texas at Austin Dell Medical School,Biochemistry,CHEM,Required,,3,-1,0,1.0,1.0,1.0
TX,University of Texas at Austin Dell Medical School,Biology,BIOL,Required,"11 semester hours, 2 of which must be labs (A genetics course is strongly recommended.)",11,1,0,1.0,1.0,1.0
TX,University of Texas at Austin Dell Medical School,Physics,PHYS,Required,,8,1,0,1.0,1.0,1.0
TX,University of Texas at Austin Dell Medical School,Statistics,MATH,Required,,3,-1,0,1.0,1.0,1.0
TX,University of Texas Medical Branch John Sealy School of Medicine,Anatomy,BIOL,Recommended,,4,1,0,0.0,1.0,1.0
TX,University of Texas Medical Branch John Sealy School of Medicine,Biochemistry,CHEM,Required,3 semester hours or 5 quarter hours of biochemistry are required. Any credit or quarter hour deficiency less than or equal to 1 can be waived automatically per applicant request. Excess hours in Biochemistry can be used to fulfill biology or chemistry requirements.,3,-1,0,0.0,1.0,1.0
TX,University of Texas Medical Branch John Sealy School of Medicine,Biology,BIOL,Required,14 semester hours (12 semester hours of lecture and 2 semester hours of formal lab) or 21 quarter hours (18 quarter lecture hours and 3 quarter lab hours) as required for college science majors. (One semester of Biochemistry can be substituted for one semester of Biology). Any credit or quarter hour deficiency less than or equal to 2 can be waived automatically per applicant request.,14,1,0,0.0,1.0,1.0
TX,University of Texas Medical Branch John Sealy School of Medicine,Cell Biology,BIOL,Recommended,,3,-1,0,0.0,1.0,1.0
TX,University of Texas Medical Branch John Sealy School of Medicine,Chemistry,CHEM,Required,General Chemistry - 8 semester hours (6 semester hours of lecture and 2 semester hours of formal lab) or 12 quarter hours (9 quarter hours of lecture and 3 quarter hours of formal lab) as required for college science majors. Any credit or quarter hour deficiency less than or equal to 1 can be waived automatically per applicant request.Organic Chemistry - 8 semester hours (6 semester hours of lecture and 2 semester hours of formal lab) or 12 quarter hours (9 quarter hours of lecture and 3 quarter hours of formal lab) as required for college science majors. Any credit or quarter hour deficiency less than or equal to 1 can be waived automatically per applicant request.,16,1,0,0.0,1.0,1.0
TX,University of Texas Medical Branch John Sealy School of Medicine,Composition & Rhetoric,ENGL,Required,6 semester hours or 9 quarter hours. Writing intensive courses taught in departments other than the English department are considered case by case. Any credit or quarter hour deficiency less than or equal to 2 can be waived automatically per applicant request.,6,-1,0,0.0,1.0,1.0
TX,University of Texas Medical Branch John Sealy School of Medicine,Genetics,BIOL,Recommended,,3,-1,0,0.0,1.0,1.0
TX,University of Texas Medical Branch John Sealy School of Medicine,Immunology,BIOL,Recommended,,3,-1,0,0.0,1.0,1.0
TX,University of Texas Medical Branch John Sealy School of Medicine,Mathematics,MATH,Required,3 semester hours or 5 quarter hours of college Calculus or Statistics.  Statistics must be taught in the Math department. Any credit or quarter hour deficiency less than or equal to 1 can be waived automatically per applicant request.,3,-1,0,0.0,1.0,1.0
TX,University of Texas Medical Branch John Sealy School of Medicine,Microbiology,BIOL,Recommended,,4,-1,0,0.0,1.0,1.0
TX,University of Texas Medical Branch John Sealy School of Medicine,Physics,PHYS,Required,8 semester hours (6 semester hours of lecture and 2 semester hours of formal lab) or 12 quarter hours (9 quarter hours of lecture and 3 quarter hours of formal lab) as required for college science majors. Any credit or quarter hour deficiency less than or equal to 1 can be waived automatically per applicant request.,8,1,0,0.0,1.0,1.0
TX,University of Texas Medical Branch John Sealy School of Medicine,Physiology,BIOL,Recommended,,4,1,0,0.0,1.0,1.0
TX,University of Texas Rio Grande Valley School of Medicine,Anatomy,BIOL,Recommended,"Aside from required coursework, UTRGV SOM strongly recommends that applicants complete courses in Anatomy & Physiology.",3,1,-1,0.0,0.0,1.0
TX,University of Texas Rio Grande Valley School of Medicine,Anthropology,BESS,Recommended,"In addition, to help students develop a broad-based foundation to support success in medical school, UTRGV SOM also recommends that students take courses covering topics from the following areas: Anthropology, Economics, Family Studies, Psychology, Sociology.",3,-1,-1,0.0,0.0,1.0
TX,University of Texas Rio Grande Valley School of Medicine,Biochemistry,CHEM,Required,"Three semester hours (or 5 quarter hours) of Biochemistry is required. This requirement may be used towards fulfilling the overall Biological Sciences or Chemistry requirement. The course may be taught in the Biology, Biochemistry or Chemistry department and cannot be an introductory course.",3,1,-1,0.0,0.0,1.0
TX,University of Texas Rio Grande Valley School of Medicine,Biology,BIOL,Required,"A minimum of 14 semester hours (including 12 semester hours of lecture and 2 semester hours of lab), or 21 quarter hours (including 18 quarter hours of lecture and 3 quarter hours of lab) as required for science majors.",14,1,-1,0.0,0.0,1.0
TX,University of Texas Rio Grande Valley School of Medicine,Chemistry,CHEM,Required,"Eight semester hours of general (inorganic) chemistry (including 6 semester hours of lecture and 2 semester hours of lab), or 12 quarter hours (including 9 quarter hours of lecture and 3 quarter hours of lab) as required for science majors. Courses should include familiarity with analytic and volumetric techniques, and may include courses such as General Chemistry, Physical Chemistry and Quantitative Analysis.",8,1,-1,0.0,0.0,1.0
TX,University of Texas Rio Grande Valley School of Medicine,Composition & Rhetoric,ENGL,Required,A minimum of 6 semester hours (or 9 quarter hours) of college English.,6,-1,-1,0.0,0.0,1.0
TX,University of Texas Rio Grande Valley School of Medicine,Microbiology,BIOL,Recommended,"Aside from required coursework, UTRGV SOM strongly recommends that applicants complete courses in Microbiology.",3,1,-1,0.0,0.0,1.0
TX,University of Texas Rio Grande Valley School of Medicine,Organic Chemistry,CHEM,Required,"ORGANIC CHEMISTRY: Eight semester hours of organic chemistry (including 6 semester hours of lecture and 2 semester hours of lab), or 12 quarter hours (including 9 quarter hours of lecture and 3 quarter hours of lab) as required for science majors.",8,1,-1,0.0,0.0,1.0
TX,University of Texas Rio Grande Valley School of Medicine,Physics,PHYS,Required,"A minimum of 8 semester hours (including 6 semester hours of lecture and 2 semester hours of lab), or 12 quarter hours (including 9 quarter hours of lecture and 3 quarter hours of lab).",8,1,-1,0.0,0.0,1.0
TX,University of Texas Rio Grande Valley School of Medicine,Statistics,MATH,Required,"A minimum of 3 semester hours (or 5 quarter hours). Required content includes basic descriptive statistics, methods of data analysis and concepts of probability ideally directed toward applications in science. The Statistics course should be taught in a Math or Statistics Department. Calculus does not meet this requirement.",3,-1,-1,0.0,0.0,1.0
TX,University of Texas Southwestern Medical School,Biochemistry,CHEM,Required,"Biochemistry may be taught in the Biology, Biochemistry, or Chemistry Department. Biochemistry cannot be an introductory course.",3,-1,1,1.0,1.0,1.0
TX,University of Texas Southwestern Medical School,Biochemistry,CHEM,Required,,3,-1,1,1.0,0.0,1.0
TX,University of Texas Southwestern Medical School,Biology,BIOL,Required,"Minimum 14 semester hours including formal laboratory experience may be one of the following:12 lecture hours2 lab hoursCourses must be applicable toward a baccalaureate degree in a traditional science field regardless of student’s majorIf 2 semesters of biochemistry are completed, 1 semester of biochemistry will be accepted toward fulfilling this requirement.",14,1,1,1.0,1.0,1.0
TX,University of Texas Southwestern Medical School,Chemistry,CHEM,Required,Minimum 12 semester hours must include:4 semester hours general (inorganic) chemistry for science majors including corresponding laboratory experience8 semester hours organic chemistry for science majors including corresponding laboratory experience,12,1,1,1.0,1.0,1.0
TX,University of Texas Southwestern Medical School,Chemistry,CHEM,Required,We require 3 lecture hours and 1 lab hour of general chemistry,4,1,1,1.0,0.0,1.0
TX,University of Texas Southwestern Medical School,Composition & Rhetoric,ENGL,Required,Any course approved by an English Department that fulfills general education English requirement of a baccalaureate degree. Remedial or developmental courses or “English as a Second Language” courses are not accepted. Humanities or Social Science courses with significant expository writing may satisfy this requirement.,6,-1,1,1.0,1.0,1.0
TX,University of Texas Southwestern Medical School,Mathematics,MATH,Required,Minimum 3 semester credit hours of college calculus or statistics (preferably biostatistics),3,-1,1,1.0,1.0,1.0
TX,University of Texas Southwestern Medical School,Physics,PHYS,Required,"Minimum 8 semester credit hours, including lab",8,1,1,1.0,1.0,1.0
UT,Spencer Fox Eccles School of Medicine at the University of Utah,Biology,BIOL,Required,"Two (2) courses with all course-required labs. One (1) course must be in cellular biology or biochemistry. Course-required labs are defined as lab courses that are required to complete a given course as offered by the institution. If a course does not have a required lab component, students are not required to take an additional lab to meet SFESOM requirements. If students are unsure if a course in question has a required lab, it is recommended to contact an academic advisor within their institution.",,1,1,-1.0,1.0,1.0
UT,Spencer Fox Eccles School of Medicine at the University of Utah,Chemistry,CHEM,Required,"Two (2) courses completing a general chemistry series with all course required labs. Course-required labs are defined as lab courses that are required to complete a given course as offered by the institution. If a course does not have a required lab component, students are not required to take an additional lab to meet SFESOM requirements. If students are unsure if a course in question has a required lab, it is recommended to contact an academic advisor within their institution.",,1,1,0.0,1.0,1.0
UT,Spencer Fox Eccles School of Medicine at the University of Utah,Organic Chemistry,CHEM,Required,"Two (2) courses completing an organic chemistry series with all course-required labs. Course-required labs are defined as lab courses that are required to complete a given course as offered by the institution. If a course does not have a required lab component, students are not required to take an additional lab to meet SFESOM requirements. If students are unsure if a course in question has a required lab, it is recommended to contact an academic advisor within their institution.",,1,1,0.0,1.0,1.0
UT,Spencer Fox Eccles School of Medicine at the University of Utah,Physics,PHYS,Required,"Two (2) courses with all course required labs. Course-required labs are defined as lab courses that are required to complete a given course as offered by the institution. If a course does not have a required lab component, students are not required to take an additional lab to meet SFESOM requirements. If students are unsure if a course in question has a required lab, it is recommended to contact an academic advisor within their institution.",,1,1,-1.0,1.0,1.0
VA,Eastern Virginia Medical School,Anatomy,BIOL,Recommended,,3,1,1,1.0,1.0,1.0
VA,Eastern Virginia Medical School,Biochemistry,CHEM,Recommended,,3,1,1,1.0,1.0,1.0
VA,Eastern Virginia Medical School,Biology,BIOL,Required,General biology 1 and 2.,8,1,1,1.0,1.0,1.0
VA,Eastern Virginia Medical School,Chemistry,CHEM,Required,General Chemistry 1 and 2 / Organic Chemistry 1 and 2,16,1,1,1.0,1.0,1.0
VA,Eastern Virginia Medical School,Genetics,BIOL,Recommended,,3,-1,1,1.0,1.0,1.0
VA,Eastern Virginia Medical School,Histology,BIOL,Recommended,,3,1,1,1.0,1.0,1.0
VA,Eastern Virginia Medical School,Physics,PHYS,Required,General Physics 1 and 2,8,1,1,1.0,1.0,1.0
VA,Eastern Virginia Medical School,Physiology,BIOL,Recommended,,3,1,1,1.0,1.0,1.0
VA,Eastern Virginia Medical School,Psychology,BESS,Recommended,,3,-1,1,1.0,1.0,1.0
VA,Eastern Virginia Medical School,Sociology,BESS,Recommended,,3,-1,1,1.0,1.0,1.0
VA,University of Virginia School of Medicine,Biochemistry,CHEM,Recommended,"Not required, but helpful for medical school. Not considered during the application process.",,-1,1,1.0,1.0,1.0
VA,University of Virginia School of Medicine,Cell Biology,BIOL,Recommended,"Not required, but helpful for medical school. Not considered during the application process.",,-1,1,1.0,1.0,1.0
VA,University of Virginia School of Medicine,Statistics,MATH,Recommended,"Not required, but helpful for medical school. Not considered during the application process.",,-1,1,1.0,1.0,1.0
VA,Virginia Commonwealth University School of Medicine,Biochemistry,CHEM,Required,,3,-1,-1,-1.0,-1.0,1.0
VA,Virginia Commonwealth University School of Medicine,Biology,BIOL,Required,"May be satisfied by general biology, general zoology or botany)",8,1,-1,1.0,-1.0,1.0
VA,Virginia Commonwealth University School of Medicine,Chemistry,CHEM,Required,,8,1,-1,1.0,-1.0,1.0
VA,Virginia Commonwealth University School of Medicine,Composition & Rhetoric,ENGL,Required,"Writing intensive English composition & rhetoric courses, only (no substitutions).",6,-1,-1,1.0,1.0,1.0
VA,Virginia Commonwealth University School of Medicine,Mathematics,MATH,Required,College-level math or statistics,6,-1,-1,1.0,1.0,1.0
VA,Virginia Commonwealth University School of Medicine,Organic Chemistry,CHEM,Required,"Organic 1 is required.  Organic 2 is optional, if needed to complete major requirements for graduation.",8,1,-1,-1.0,-1.0,1.0
VA,Virginia Commonwealth University School of Medicine,Physics,PHYS,Required,,8,1,-1,1.0,1.0,1.0
VA,Virginia Commonwealth University School of Medicine,Psychology,BESS,Recommended,Highly recommended,3,-1,1,1.0,1.0,1.0
VA,Virginia Commonwealth University School of Medicine,Sociology,BESS,Recommended,Highly recommended,3,-1,1,1.0,1.0,1.0
